Entry,Catalytic activity
Q8KN66,"CATALYTIC ACTIVITY: Reaction=UDP-2-acetamido-2-deoxy-alpha-D-glucuronate = UDP-2-acetamido-2-deoxy-alpha-D-galacturonate; Xref=Rhea:RHEA:81511, ChEBI:CHEBI:65040, ChEBI:CHEBI:231899; EC=5.1.3.45; Evidence={ECO:0000269|PubMed:18065759}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81512; Evidence={ECO:0000269|PubMed:18065759}; CATALYTIC ACTIVITY: Reaction=UDP-N-acetyl-alpha-D-glucosamine = UDP-N-acetyl-alpha-D-galactosamine; Xref=Rhea:RHEA:20517, ChEBI:CHEBI:57705, ChEBI:CHEBI:67138; EC=5.1.3.7; Evidence={ECO:0000269|PubMed:10747995, ECO:0000269|PubMed:15016816, ECO:0000269|PubMed:15752069};"
Q8QV65,"CATALYTIC ACTIVITY: Reaction=Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)- glycosidic linkages of terminal sialic acid residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.; EC=3.2.1.18; Evidence={ECO:0000250|UniProtKB:Q9WAF5};"
Q8RI81,"CATALYTIC ACTIVITY: Reaction=L-histidine = D-histidine; Xref=Rhea:RHEA:59188, ChEBI:CHEBI:57595, ChEBI:CHEBI:142967; EC=5.1.1.24; Evidence={ECO:0000269|PubMed:39424140};"
Q8U3G4,"CATALYTIC ACTIVITY: Reaction=cytidine(34) in elongator tRNA(Met) + acetyl-CoA + ATP + H2O = N(4)-acetylcytidine(34) in elongator tRNA(Met) + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:43788, Rhea:RHEA-COMP:10693, Rhea:RHEA-COMP:10694, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; EC=2.3.1.193; Evidence={ECO:0000255|HAMAP-Rule:MF_01886}; CATALYTIC ACTIVITY: Reaction=a cytidine in RNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in RNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:82211, Rhea:RHEA-COMP:15704, Rhea:RHEA-COMP:19834, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000255|HAMAP-Rule:MF_01886, ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in tRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in tRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:53876, Rhea:RHEA-COMP:13670, Rhea:RHEA-COMP:13671, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000255|HAMAP-Rule:MF_01886, ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in mRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in mRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:58480, Rhea:RHEA-COMP:15145, Rhea:RHEA-COMP:15146, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000255|HAMAP-Rule:MF_01886, ECO:0000305|PubMed:32555463};"
Q8XAN6,CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27; Evidence={ECO:0000269|PubMed:36511702};
Q8ZL98,"CATALYTIC ACTIVITY: Reaction=glycyl-tRNA(Gly) + acetyl-CoA = N-acetylglycyl-tRNA(Gly) + CoA + H(+); Xref=Rhea:RHEA:81867, Rhea:RHEA-COMP:9683, Rhea:RHEA-COMP:19766, ChEBI:CHEBI:15378, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:78522, ChEBI:CHEBI:232036; Evidence={ECO:0000269|PubMed:34936863}; CATALYTIC ACTIVITY: Reaction=L-lysyl-[protein] + acetyl-CoA = N(6)-acetyl-L-lysyl-[protein] + CoA + H(+); Xref=Rhea:RHEA:45948, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15378, ChEBI:CHEBI:29969, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:61930; Evidence={ECO:0000269|PubMed:28559487};"
Q92ZP9,"CATALYTIC ACTIVITY: Reaction=L-proline betaine + NADH + O2 + H(+) = N-methyl-L-proline + formaldehyde + NAD(+) + H2O; Xref=Rhea:RHEA:61616, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:16842, ChEBI:CHEBI:35280, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:133743; EC=1.14.13.247; Evidence={ECO:0000269|PubMed:22224443}; CATALYTIC ACTIVITY: Reaction=L-proline betaine + NADPH + O2 + H(+) = N-methyl-L-proline + formaldehyde + NADP(+) + H2O; Xref=Rhea:RHEA:19357, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:16842, ChEBI:CHEBI:35280, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:133743; EC=1.14.13.247; Evidence={ECO:0000269|PubMed:22224443};"
Q95P65,"CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-triphosphate + 2 H2O = a ribonucleoside 5'-phosphate + 2 phosphate + 2 H(+); Xref=Rhea:RHEA:36795, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:58043, ChEBI:CHEBI:61557; EC=3.6.1.5; Evidence={ECO:0000269|PubMed:20351782};"
Q97U12,"CATALYTIC ACTIVITY: Reaction=cytidine(34) in elongator tRNA(Met) + acetyl-CoA + ATP + H2O = N(4)-acetylcytidine(34) in elongator tRNA(Met) + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:43788, Rhea:RHEA-COMP:10693, Rhea:RHEA-COMP:10694, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; EC=2.3.1.193; Evidence={ECO:0000255|HAMAP-Rule:MF_01886, ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in RNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in RNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:82211, Rhea:RHEA-COMP:15704, Rhea:RHEA-COMP:19834, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in tRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in tRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:53876, Rhea:RHEA-COMP:13670, Rhea:RHEA-COMP:13671, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in mRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in mRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:58480, Rhea:RHEA-COMP:15145, Rhea:RHEA-COMP:15146, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463};"
Q97ZJ8,"CATALYTIC ACTIVITY: Reaction=ATP-independent breakage of single-stranded DNA, followed by passage and rejoining.; EC=5.6.2.1; Evidence={ECO:0000269|PubMed:22722926, ECO:0000269|PubMed:29253195};"
Q980C5,"CATALYTIC ACTIVITY: Reaction=cytidine(34) in elongator tRNA(Met) + acetyl-CoA + ATP + H2O = N(4)-acetylcytidine(34) in elongator tRNA(Met) + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:43788, Rhea:RHEA-COMP:10693, Rhea:RHEA-COMP:10694, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; EC=2.3.1.193; Evidence={ECO:0000255|HAMAP-Rule:MF_01886, ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in RNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in RNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:82211, Rhea:RHEA-COMP:15704, Rhea:RHEA-COMP:19834, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in tRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in tRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:53876, Rhea:RHEA-COMP:13670, Rhea:RHEA-COMP:13671, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463}; CATALYTIC ACTIVITY: Reaction=a cytidine in mRNA + acetyl-CoA + ATP + H2O = an N(4)-acetylcytidine in mRNA + ADP + phosphate + CoA + H(+); Xref=Rhea:RHEA:58480, Rhea:RHEA-COMP:15145, Rhea:RHEA-COMP:15146, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:74900, ChEBI:CHEBI:82748, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:32555463};"
Q98500,"CATALYTIC ACTIVITY: Reaction=a 5'-end triphospho-ribonucleoside in mRNA + H2O = a 5'-end diphospho-ribonucleoside in mRNA + phosphate + H(+); Xref=Rhea:RHEA:67004, Rhea:RHEA-COMP:17164, Rhea:RHEA-COMP:17165, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:167616, ChEBI:CHEBI:167618; EC=3.6.1.74; Evidence={ECO:0000269|PubMed:11160672}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:67005; Evidence={ECO:0000269|PubMed:11160672};"
Q9FD33,"CATALYTIC ACTIVITY: Reaction=4-hydroxylaminobenzoate + H2O + H(+) = 3,4-dihydroxybenzoate + NH4(+); Xref=Rhea:RHEA:80203, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:28938, ChEBI:CHEBI:36241, ChEBI:CHEBI:231457; Evidence={ECO:0000269|PubMed:11157934}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80204; Evidence={ECO:0000269|PubMed:11157934};"
Q9FD36,"CATALYTIC ACTIVITY: Reaction=4-nitrobenzoate + 2 NADH + 2 H(+) = 4-hydroxylaminobenzoate + 2 NAD(+) + H2O; Xref=Rhea:RHEA:80199, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:142863, ChEBI:CHEBI:231457; Evidence={ECO:0000269|PubMed:11157934}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80200; Evidence={ECO:0000269|PubMed:11157934};"
Q9GTP4,"CATALYTIC ACTIVITY: Reaction=inosine(in) = inosine(out); Xref=Rhea:RHEA:75375, ChEBI:CHEBI:17596; Evidence={ECO:0000269|PubMed:15694482, ECO:0000269|PubMed:20037157}; CATALYTIC ACTIVITY: Reaction=guanosine(in) = guanosine(out); Xref=Rhea:RHEA:75371, ChEBI:CHEBI:16750; Evidence={ECO:0000269|PubMed:15694482};"
Q9GTP5,"CATALYTIC ACTIVITY: Reaction=adenosine(in) = adenosine(out); Xref=Rhea:RHEA:75343, ChEBI:CHEBI:16335; Evidence={ECO:0000269|PubMed:15694482, ECO:0000269|PubMed:20037157, ECO:0000269|PubMed:24120444}; CATALYTIC ACTIVITY: Reaction=hypoxanthine(out) = hypoxanthine(in); Xref=Rhea:RHEA:71515, ChEBI:CHEBI:17368; Evidence={ECO:0000269|PubMed:15694482}; CATALYTIC ACTIVITY: Reaction=inosine(in) = inosine(out); Xref=Rhea:RHEA:75375, ChEBI:CHEBI:17596; Evidence={ECO:0000269|PubMed:15694482}; CATALYTIC ACTIVITY: Reaction=uridine(out) = uridine(in); Xref=Rhea:RHEA:71519, ChEBI:CHEBI:16704; Evidence={ECO:0000269|PubMed:15694482}; CATALYTIC ACTIVITY: Reaction=cytidine(in) = cytidine(out); Xref=Rhea:RHEA:75367, ChEBI:CHEBI:17562; Evidence={ECO:0000269|PubMed:15694482};"
Q9JN36,"CATALYTIC ACTIVITY: Reaction=D-alanyl-D-alanine + H2O = 2 D-alanine; Xref=Rhea:RHEA:20661, ChEBI:CHEBI:15377, ChEBI:CHEBI:57416, ChEBI:CHEBI:57822; EC=3.4.13.22; Evidence={ECO:0000269|PubMed:10564477, ECO:0000269|PubMed:10817725, ECO:0000269|PubMed:24711382}; CATALYTIC ACTIVITY: Reaction=UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + H2O = UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanine + D-alanine; Xref=Rhea:RHEA:83151, ChEBI:CHEBI:15377, ChEBI:CHEBI:57416, ChEBI:CHEBI:70758, ChEBI:CHEBI:232760; Evidence={ECO:0000269|PubMed:10564477, ECO:0000269|PubMed:10817725, ECO:0000269|PubMed:24711382};"
Q9KJT3,CATALYTIC ACTIVITY: Reaction=ATP + protein L-histidine = ADP + protein N-phospho-L-histidine.; EC=2.7.13.3; Evidence={ECO:0000250|UniProtKB:Q06240};
Q9KZP3,"CATALYTIC ACTIVITY: Reaction=a CDP-1,2-diacyl-sn-glycerol + a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) = a cardiolipin + CMP + H(+); Xref=Rhea:RHEA:32931, ChEBI:CHEBI:15378, ChEBI:CHEBI:58332, ChEBI:CHEBI:60377, ChEBI:CHEBI:62237, ChEBI:CHEBI:64716; EC=2.7.8.41; Evidence={ECO:0000305|PubMed:19439403};"
Q9L391,"CATALYTIC ACTIVITY: Reaction=2 FMN + 2 L-glutamine + 2 ATP + O2 = indigoidine + 2 FMNH2 + 2 AMP + 2 diphosphate + 2 H2O; Xref=Rhea:RHEA:81499, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:58359, ChEBI:CHEBI:79296, ChEBI:CHEBI:456215; EC=4.3.3.9; Evidence={ECO:0000305|PubMed:11790734}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81500; Evidence={ECO:0000305|PubMed:11790734}; CATALYTIC ACTIVITY: Reaction=FMN + L-glutamine + ATP = 3-amino-1,5-dihydropyridine-2,6-dione + FMNH2 + AMP + diphosphate; Xref=Rhea:RHEA:81503, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:58359, ChEBI:CHEBI:231893, ChEBI:CHEBI:456215; Evidence={ECO:0000250|UniProtKB:Q1MWN4}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81504; Evidence={ECO:0000250|UniProtKB:Q1MWN4}; CATALYTIC ACTIVITY: Reaction=2 3-amino-1,5-dihydropyridine-2,6-dione + O2 = indigoidine + 2 H2O; Xref=Rhea:RHEA:81507, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:79296, ChEBI:CHEBI:231893; Evidence={ECO:0000250|UniProtKB:Q1MWN4}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81508; Evidence={ECO:0000250|UniProtKB:Q1MWN4};"
Q9L393,"CATALYTIC ACTIVITY: Reaction=D-ribose 5-phosphate + uracil = psi-UMP + H2O; Xref=Rhea:RHEA:18337, ChEBI:CHEBI:15377, ChEBI:CHEBI:17568, ChEBI:CHEBI:58380, ChEBI:CHEBI:78346; EC=4.2.1.70; Evidence={ECO:0000255|HAMAP-Rule:MF_01876};"
Q9NBV4,"CATALYTIC ACTIVITY: Reaction=inosine(in) + H(+)(in) = inosine(out) + H(+)(out); Xref=Rhea:RHEA:29963, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596; Evidence={ECO:0000269|PubMed:10783393, ECO:0000269|PubMed:12807872, ECO:0000269|PubMed:12835315, ECO:0000269|PubMed:15501825, ECO:0000269|PubMed:16464630}; CATALYTIC ACTIVITY: Reaction=guanosine(in) + H(+)(in) = guanosine(out) + H(+)(out); Xref=Rhea:RHEA:70915, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750; Evidence={ECO:0000269|PubMed:10783393, ECO:0000269|PubMed:12807872, ECO:0000269|PubMed:12835315, ECO:0000269|PubMed:15501825, ECO:0000269|PubMed:16464630}; CATALYTIC ACTIVITY: Reaction=xanthosine(in) + H(+)(in) = xanthosine(out) + H(+)(out); Xref=Rhea:RHEA:28939, ChEBI:CHEBI:15378, ChEBI:CHEBI:18107; Evidence={ECO:0000305|PubMed:17050001};"
Q9RHD7,"CATALYTIC ACTIVITY: Reaction=UDP-N-acetyl-alpha-D-glucosamine + 2 NAD(+) + H2O = UDP-2-acetamido-2-deoxy-alpha-D-glucuronate + 2 NADH + 3 H(+); Xref=Rhea:RHEA:13325, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57705, ChEBI:CHEBI:57945, ChEBI:CHEBI:65040; EC=1.1.1.136; Evidence={ECO:0000269|PubMed:18065759}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:13326; Evidence={ECO:0000269|PubMed:18065759};"
Q9UVF9,CATALYTIC ACTIVITY: Reaction=Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.; EC=3.2.1.8; Evidence={ECO:0000269|PubMed:16668223};
Q9VBV8,"CATALYTIC ACTIVITY: Reaction=an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol + a di-trans,poly-cis-dolichyl beta-D-mannosyl phosphate = an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol + a di-trans,poly-cis-dolichyl phosphate + H(+); Xref=Rhea:RHEA:29531, Rhea:RHEA-COMP:19498, Rhea:RHEA-COMP:19501, Rhea:RHEA-COMP:19517, Rhea:RHEA-COMP:19518, ChEBI:CHEBI:15378, ChEBI:CHEBI:57683, ChEBI:CHEBI:58211, ChEBI:CHEBI:132516, ChEBI:CHEBI:132517; EC=2.4.1.259; Evidence={ECO:0000250|UniProtKB:Q9H6U8}; CATALYTIC ACTIVITY: Reaction=an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol + a di-trans,poly-cis-dolichyl beta-D-mannosyl phosphate = an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol + a di-trans,poly-cis-dolichyl phosphate + H(+); Xref=Rhea:RHEA:29539, Rhea:RHEA-COMP:19498, Rhea:RHEA-COMP:19501, Rhea:RHEA-COMP:19519, Rhea:RHEA-COMP:19520, ChEBI:CHEBI:15378, ChEBI:CHEBI:57683, ChEBI:CHEBI:58211, ChEBI:CHEBI:132519, ChEBI:CHEBI:132520; EC=2.4.1.261; Evidence={ECO:0000250|UniProtKB:Q9H6U8};"
Q9VC03,"CATALYTIC ACTIVITY: Reaction=beta-nicotinamide D-ribonucleotide + ATP + H(+) = diphosphate + NAD(+); Xref=Rhea:RHEA:21360, ChEBI:CHEBI:14649, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57540; EC=2.7.7.1; Evidence={ECO:0000255|RuleBase:RU362021, ECO:0000269|PubMed:17132048, ECO:0000269|PubMed:19403820, ECO:0000269|PubMed:26616331}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:21361; Evidence={ECO:0000269|PubMed:19403820, ECO:0000269|PubMed:26616331}; CATALYTIC ACTIVITY: Reaction=nicotinate beta-D-ribonucleotide + ATP + H(+) = deamido-NAD(+) + diphosphate; Xref=Rhea:RHEA:22860, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57502, ChEBI:CHEBI:58437; EC=2.7.7.18; Evidence={ECO:0000255|RuleBase:RU362021};"
Q9VGV8,"CATALYTIC ACTIVITY: Reaction=[thioredoxin]-dithiol + NADP(+) = [thioredoxin]-disulfide + NADPH + H(+); Xref=Rhea:RHEA:20345, Rhea:RHEA-COMP:10698, Rhea:RHEA-COMP:10700, ChEBI:CHEBI:15378, ChEBI:CHEBI:29950, ChEBI:CHEBI:50058, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.8.1.9; Evidence={ECO:0000269|PubMed:39480878};"
Q9VHC5,"CATALYTIC ACTIVITY: Reaction=N(6),N(6)-dimethyl-L-lysyl(9)-[histone H3] + 2 2-oxoglutarate + 2 O2 = L-lysyl(9)-[histone H3] + 2 formaldehyde + 2 succinate + 2 CO2; Xref=Rhea:RHEA:60188, Rhea:RHEA-COMP:15541, Rhea:RHEA-COMP:15546, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:16842, ChEBI:CHEBI:29969, ChEBI:CHEBI:30031, ChEBI:CHEBI:61976; EC=1.14.11.65; Evidence={ECO:0000250|UniProtKB:Q9Y4C1};"
Q9VJ31,"CATALYTIC ACTIVITY: Reaction=L-homocysteine + glycine betaine = N,N-dimethylglycine + L-methionine; Xref=Rhea:RHEA:22336, ChEBI:CHEBI:17750, ChEBI:CHEBI:57844, ChEBI:CHEBI:58199, ChEBI:CHEBI:58251; EC=2.1.1.5; Evidence={ECO:0000250|UniProtKB:Q93088}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:22337; Evidence={ECO:0000250|UniProtKB:Q93088};"
Q9VJ90,"CATALYTIC ACTIVITY: Reaction=L-seryl-[protein] + ATP = O-phospho-L-seryl-[protein] + ADP + H(+); Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; Evidence={ECO:0000255|PROSITE-ProRule:PRU10027}; CATALYTIC ACTIVITY: Reaction=L-threonyl-[protein] + ATP = O-phospho-L-threonyl-[protein] + ADP + H(+); Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1; Evidence={ECO:0000255|PROSITE-ProRule:PRU10027};"
Q9VU77,"CATALYTIC ACTIVITY: Reaction=L-lysyl-[protein] + 2-oxoglutarate + O2 = (3S)-3-hydroxy-L-lysyl-[protein] + succinate + CO2; Xref=Rhea:RHEA:57152, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:15133, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:29969, ChEBI:CHEBI:30031, ChEBI:CHEBI:141492; EC=1.14.11.63; Evidence={ECO:0000269|PubMed:35410347}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:57153; Evidence={ECO:0000269|PubMed:35410347};"
Q9W0M3,"CATALYTIC ACTIVITY: Reaction=L-arginyl-[protein] + 2-oxoglutarate + O2 = (3R)-3-hydroxy-L-arginyl-[protein] + succinate + CO2; Xref=Rhea:RHEA:56744, Rhea:RHEA-COMP:10532, Rhea:RHEA-COMP:14712, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:29965, ChEBI:CHEBI:30031, ChEBI:CHEBI:78294; EC=1.14.11.73; Evidence={ECO:0000250|UniProtKB:Q8N371};"
